Client ID,Device Category,Medium,q_medium,q_devise
GA1.2.1128766050.1580579525,mobile=>,referral=>,1,1
GA1.2.1128780963.1580218153,desktop=>,organic=>,1,1
GA1.2.1128786787.1579203756,tablet=>,organic=>,1,1
GA1.2.1128802768.1580888181,desktop=>,cpc=>,1,1
GA1.2.1128824315.1579111914,mobile=>,referral=>,1,1
GA1.2.1128912790.1581341236,mobile=>,referral=>,1,1
GA1.2.1128947088.1581670491,mobile=>,(none)=>,0,1
GA1.2.1129005453.1579091111,mobile=>,organic=>,1,1
GA1.2.1129030598.1581883481,mobile=>,organic=>,1,1
GA1.2.1129039529.1581942392,desktop=>,referral=>,1,1
GA1.2.1129106858.1581784696,desktop=>desktop=>,referral=>referral=>,2,2
GA1.2.1129163831.1581939276,desktop=>desktop=>,referral=>referral=>,2,2
GA1.2.1129167907.1579494606,desktop=>,organic=>,1,1
GA1.2.1129397276.1580924295,desktop=>,referral=>,1,1
GA1.2.1129466827.1578241474,mobile=>,(none)=>,0,1
GA1.2.1129499179.1574332998,mobile=>mobile=>,organic=>organic=>,2,2
GA1.2.1129686411.1579293589,mobile=>mobile=>mobile=>,organic=>organic=>organic=>,3,3
GA1.2.1129708195.1579953568,desktop=>,organic=>,1,1
GA1.2.1129717190.1580978779,desktop=>,organic=>,1,1
GA1.2.1129745316.1579754007,mobile=>,organic=>,1,1
GA1.2.1129763170.1579979143,mobile=>mobile=>mobile=>,referral=>referral=>referral=>,3,3
GA1.2.112976619.1578552182,mobile=>,cpc=>,1,1
GA1.2.112980717.1580624749,desktop=>desktop=>,(none)=>(none)=>,0,2
GA1.2.1129967148.1578331447,desktop=>,referral=>,1,1
GA1.2.1129968588.1581359356,desktop=>,organic=>,1,1
GA1.2.1129995392.1579863446,desktop=>desktop=>,referral=>cpc=>,2,2
GA1.2.1130023871.1579262831,desktop=>,(none)=>,0,1
GA1.2.1130030554.1578936418,mobile=>,(none)=>,0,1
GA1.2.1130055620.1581089771,mobile=>,organic=>,1,1
GA1.2.1130085543.1580795400,tablet=>tablet=>tablet=>tablet=>,referral=>referral=>referral=>referral=>,4,4
GA1.2.113010092.1579198488,mobile=>,referral=>,1,1
GA1.2.1130108291.1576498177,desktop=>desktop=>,referral=>referral=>,2,2
GA1.2.1130402322.1578018419,mobile=>,cpc=>,1,1
GA1.2.1130427601.1578760213,mobile=>,organic=>,1,1
GA1.2.1130482391.1578675228,mobile=>,organic=>,1,1
GA1.2.1130550318.1574454348,mobile=>,organic=>,1,1
GA1.2.1130597673.1581326263,mobile=>,organic=>,1,1
GA1.2.1130604301.1578375443,mobile=>,cpc=>,1,1
GA1.2.1130635432.1576613629,desktop=>,organic=>,1,1
GA1.2.1130645137.1581277315,mobile=>,organic=>,1,1
GA1.2.1130648735.1580668735,mobile=>mobile=>,referral=>organic=>,2,2
GA1.2.1130675417.1579854937,mobile=>,sem_cpc=>,1,1
GA1.2.1130717896.1580415144,mobile=>,organic=>,1,1
GA1.2.1130740846.1579872706,mobile=>mobile=>,referral=>organic=>,2,2
GA1.2.1130772714.1581400473,desktop=>,referral=>,1,1
GA1.2.1130944742.1580531205,desktop=>,organic=>,1,1
GA1.2.1130982517.1581918124,mobile=>,cpc=>,1,1
GA1.2.1131005151.1580295819,mobile=>,organic=>,1,1
GA1.2.1131044533.1578814491,mobile=>,cpc=>,1,1
GA1.2.1131075433.1573901155,mobile=>mobile=>,referral=>organic=>,2,2
GA1.2.1131100153.1575780822,desktop=>desktop=>desktop=>,referral=>referral=>referral=>,3,3
GA1.2.1131177088.1581318825,desktop=>,cpc=>,1,1
GA1.2.1131196573.1579964030,desktop=>,(none)=>,0,1
GA1.2.1131203347.1580982949,desktop=>,(none)=>,0,1
GA1.2.113133391.1580126293,mobile=>mobile=>,organic=>referral=>,2,2
GA1.2.1131412009.1581336400,desktop=>desktop=>,(none)=>organic=>,1,2
GA1.2.1131548224.1564552843,mobile=>,cpm=>,1,1
GA1.2.1131732852.1581933114,mobile=>,(none)=>,0,1
GA1.2.113177047.1579257131,desktop=>desktop=>,referral=>referral=>,2,2
GA1.2.1131827850.1578036700,mobile=>,referral=>,1,1
GA1.2.1131833573.1580115022,desktop=>,organic=>,1,1
GA1.2.1131861055.1579703614,desktop=>,organic=>,1,1
GA1.2.1131871559.1580895901,mobile=>,cpc=>,1,1
GA1.2.1131951320.1581102217,mobile=>,organic=>,1,1
GA1.2.1131962642.1580743367,desktop=>,(none)=>,0,1
GA1.2.1131969380.1581252105,mobile=>,cpm=>,1,1
GA1.2.1132013108.1578521226,desktop=>desktop=>,referral=>(none)=>,1,2
GA1.2.1132043207.1581610386,mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>,organic=>cpc=>cpc=>cpc=>organic=>organic=>organic=>,7,7
GA1.2.1132097000.1578843601,mobile=>,(none)=>,0,1
GA1.2.1132195930.1574171303,mobile=>,organic=>,1,1
GA1.2.1132231372.1578642547,desktop=>,cpc=>,1,1
GA1.2.1132249381.1578553932,desktop=>,referral=>,1,1
GA1.2.1132267448.1581366943,desktop=>,referral=>,1,1
GA1.2.1132272978.1577244022,mobile=>,sem_cpc=>,1,1
GA1.2.1132339460.1578127302,tablet=>,organic=>,1,1
GA1.2.113236521.1581610196,mobile=>,referral=>,1,1
GA1.2.1132373889.1579591163,desktop=>,cpc=>,1,1
GA1.2.1132454863.1581483185,mobile=>mobile=>,cpc=>cpc=>,2,2
GA1.2.1132494516.1581365747,mobile=>,referral=>,1,1
GA1.2.1132618421.1578547864,desktop=>desktop=>desktop=>desktop=>desktop=>,(none)=>referral=>referral=>(none)=>referral=>,3,5
GA1.2.1132772605.1578989497,mobile=>,cpm=>,1,1
GA1.2.113289037.1580342070,desktop=>,(none)=>,0,1
GA1.2.113297966.1581151159,mobile=>,cpc=>,1,1
GA1.2.1133115754.1579939342,mobile=>,organic=>,1,1
GA1.2.1133242355.1577985627,mobile=>mobile=>,referral=>organic=>,2,2
GA1.2.1133258033.1578378003,mobile=>,cpc=>,1,1
GA1.2.1133330952.1580562656,mobile=>mobile=>,referral=>(none)=>,1,2
GA1.2.1133422169.1579754663,mobile=>,organic=>,1,1
GA1.2.1133422513.1581849046,mobile=>mobile=>,organic=>organic=>,2,2
GA1.2.1133429652.1579611854,desktop=>,referral=>,1,1
GA1.2.1133514755.1580586519,mobile=>,(none)=>,0,1
GA1.2.1133535345.1580915807,desktop=>desktop=>desktop=>,organic=>organic=>organic=>,3,3
GA1.2.1133625162.1580319730,mobile=>mobile=>,organic=>organic=>,2,2
GA1.2.1133626521.1580809828,desktop=>desktop=>,referral=>referral=>,2,2
GA1.2.1133678247.1579430203,mobile=>,cpm=>,1,1
GA1.2.1133781374.1579698153,desktop=>desktop=>,referral=>referral=>,2,2
GA1.2.1133872009.1580925812,mobile=>,organic=>,1,1
GA1.2.1134019481.1580836609,desktop=>,(none)=>,0,1
GA1.2.1134020796.1579174839,mobile=>,referral=>,1,1
GA1.2.1134024004.1578169981,mobile=>mobile=>,organic=>organic=>,2,2
GA1.2.1134104686.1577946841,mobile=>,referral=>,1,1
GA1.2.1134117944.1579077807,mobile=>,cpc=>,1,1
GA1.2.1134152058.1577994641,mobile=>mobile=>,organic=>organic=>,2,2
GA1.2.1134189598.1577595734,tablet=>,(none)=>,0,1
GA1.2.1134213866.1578730516,mobile=>,cpc=>,1,1
GA1.2.1134215751.1580066382,desktop=>,referral=>,1,1
GA1.2.1134251516.1580640336,mobile=>,organic=>,1,1
GA1.2.1134271500.1578656908,desktop=>,referral=>,1,1
GA1.2.1134295351.1579099092,desktop=>,referral=>,1,1
GA1.2.1134321981.1579936921,mobile=>,organic=>,1,1
GA1.2.1134488620.1580648756,mobile=>,cpc=>,1,1
GA1.2.1134542454.1580748546,desktop=>desktop=>,referral=>referral=>,2,2
GA1.2.1134677840.1579461123,mobile=>,organic=>,1,1
GA1.2.113475081.1578156304,mobile=>,(none)=>,0,1
GA1.2.113479321.1579435083,mobile=>,organic=>,1,1
GA1.2.1134836928.1580688587,mobile=>,organic=>,1,1
GA1.2.1134872824.1578070955,mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>,organic=>organic=>organic=>organic=>organic=>organic=>organic=>organic=>organic=>organic=>organic=>organic=>organic=>organic=>organic=>organic=>organic=>organic=>organic=>,19,19
GA1.2.1134884999.1579846500,desktop=>desktop=>desktop=>desktop=>,referral=>(none)=>referral=>(none)=>,2,4
GA1.2.1134917440.1581751121,mobile=>,cpc=>,1,1
GA1.2.1134938877.1579187257,mobile=>,organic=>,1,1
GA1.2.1134972418.1580475579,desktop=>desktop=>desktop=>,organic=>referral=>organic=>,3,3
GA1.2.1135294035.1578169496,mobile=>mobile=>,referral=>referral=>,2,2
GA1.2.1135338530.1566123152,mobile=>mobile=>mobile=>mobile=>mobile=>,organic=>organic=>referral=>organic=>referral=>,5,5
GA1.2.1135372320.1578058957,desktop=>,(none)=>,0,1
GA1.2.1135518904.1581175086,mobile=>mobile=>,organic=>organic=>,2,2
GA1.2.1135564614.1578922037,mobile=>,(none)=>,0,1
GA1.2.1135770409.1578553541,mobile=>,cpc=>,1,1
GA1.2.1135787363.1573975165,mobile=>mobile=>,organic=>referral=>,2,2
GA1.2.1135803583.1579095441,desktop=>,cpc=>,1,1
GA1.2.1135830978.1579011285,mobile=>,organic=>,1,1
GA1.2.1135833052.1579248345,desktop=>desktop=>desktop=>desktop=>,cpc=>referral=>referral=>cpc=>,4,4
GA1.2.1135848853.1578032468,mobile=>mobile=>,organic=>(none)=>,1,2
GA1.2.1135851046.1581019676,mobile=>,referral=>,1,1
GA1.2.1135852678.1578502106,desktop=>desktop=>,referral=>organic=>,2,2
GA1.2.1135942221.1578565793,mobile=>,(none)=>,0,1
GA1.2.1135951729.1581885820,mobile=>,(none)=>,0,1
GA1.2.1136022768.1580034837,mobile=>,cpc=>,1,1
GA1.2.1136087818.1578576302,desktop=>,organic=>,1,1
GA1.2.1136177845.1578907496,mobile=>,cpc=>,1,1
GA1.2.1136194693.1578588281,desktop=>desktop=>desktop=>,referral=>referral=>referral=>,3,3
GA1.2.1136205184.1579865895,mobile=>,referral=>,1,1
GA1.2.1136233123.1578689451,mobile=>mobile=>,organic=>organic=>,2,2
GA1.2.1136374737.1579561685,desktop=>,organic=>,1,1
GA1.2.1136385512.1579894555,desktop=>desktop=>desktop=>,organic=>organic=>organic=>,3,3
GA1.2.1136406389.1581315961,desktop=>,cpc=>,1,1
GA1.2.1136453134.1581446163,desktop=>desktop=>desktop=>,referral=>referral=>referral=>,3,3
GA1.2.1136486405.1580410061,desktop=>,referral=>,1,1
GA1.2.1136761912.1577709974,desktop=>,(none)=>,0,1
GA1.2.1136857338.1579171486,mobile=>,organic=>,1,1
GA1.2.1136923275.1580379639,mobile=>,organic=>,1,1
GA1.2.1136999693.1568998402,desktop=>,organic=>,1,1
GA1.2.1137144447.1560444255,mobile=>mobile=>mobile=>,organic=>organic=>organic=>,3,3
GA1.2.1137158291.1577222632,mobile=>,sem_cpc=>,1,1
GA1.2.1137173689.1579951777,desktop=>desktop=>,organic=>organic=>,2,2
GA1.2.1137239989.1580324350,mobile=>,(none)=>,0,1
GA1.2.1137258099.1579102813,mobile=>,referral=>,1,1
GA1.2.1137278364.1581600214,mobile=>mobile=>,(none)=>referral=>,1,2
GA1.2.1137290686.1579018704,tablet=>,organic=>,1,1
GA1.2.1137329150.1578252350,mobile=>,organic=>,1,1
GA1.2.1137457563.1578767449,desktop=>desktop=>,referral=>referral=>,2,2
GA1.2.1137518321.1579684331,desktop=>desktop=>,(none)=>referral=>,1,2
GA1.2.1137641515.1580628082,mobile=>,organic=>,1,1
GA1.2.113775180.1579341585,mobile=>,organic=>,1,1
GA1.2.1137782368.1528003207,mobile=>mobile=>,organic=>organic=>,2,2
GA1.2.1137788069.1581340190,tablet=>,organic=>,1,1
GA1.2.1137849064.1581259207,desktop=>,referral=>,1,1
GA1.2.1137856979.1579711782,desktop=>,referral=>,1,1
GA1.2.1137888269.1579196535,mobile=>,organic=>,1,1
GA1.2.1137896755.1580818228,desktop=>,organic=>,1,1
GA1.2.1137898695.1580229158,mobile=>mobile=>,referral=>(none)=>,1,2
GA1.2.1137942684.1578836473,mobile=>,referral=>,1,1
GA1.2.1137952754.1578904769,desktop=>desktop=>,cpc=>cpc=>,2,2
GA1.2.1138030172.1572191112,mobile=>mobile=>,referral=>organic=>,2,2
GA1.2.1138030705.1579540207,desktop=>,referral=>,1,1
GA1.2.113811685.1580688827,desktop=>,(none)=>,0,1
GA1.2.1138125572.1579769711,mobile=>,cpc=>,1,1
GA1.2.1138191446.1580770763,mobile=>,organic=>,1,1
GA1.2.1138218693.1578044176,tablet=>,organic=>,1,1
GA1.2.113826873.1573857851,mobile=>,sem_cpc=>,1,1
GA1.2.113831130.1580902427,desktop=>desktop=>,referral=>referral=>,2,2
GA1.2.1138323568.1580151581,mobile=>,organic=>,1,1
GA1.2.113833368.1580796752,mobile=>,organic=>,1,1
GA1.2.1138494982.1579252059,desktop=>desktop=>,referral=>referral=>,2,2
GA1.2.1138574462.1579263740,desktop=>,organic=>,1,1
GA1.2.1138643087.1579253428,desktop=>,cpc=>,1,1
GA1.2.1138655787.1581342706,desktop=>,referral=>,1,1
GA1.2.1138827588.1579154894,mobile=>,(none)=>,0,1
GA1.2.1139171972.1581762510,desktop=>desktop=>,referral=>referral=>,2,2
GA1.2.1139306500.1580798406,desktop=>,cpc=>,1,1
GA1.2.1139322019.1581448449,mobile=>mobile=>,(none)=>referral=>,1,2
GA1.2.1139371517.1578508197,mobile=>,cpc=>,1,1
GA1.2.1139504258.1579714558,mobile=>,referral=>,1,1
GA1.2.1139506642.1572787009,mobile=>,organic=>,1,1
GA1.2.1139517274.1581878502,mobile=>,referral=>,1,1
GA1.2.1139525829.1581577994,desktop=>desktop=>,referral=>referral=>,2,2
GA1.2.1139527616.1579434438,mobile=>,organic=>,1,1
GA1.2.1139530582.1581883247,mobile=>,referral=>,1,1
GA1.2.1139569989.1579507996,desktop=>,cpc=>,1,1
GA1.2.1139574984.1578770751,mobile=>mobile=>,referral=>organic=>,2,2
GA1.2.1139658379.1578990985,desktop=>,cpc=>,1,1
GA1.2.1139755862.1581452430,mobile=>,organic=>,1,1
GA1.2.1139850128.1580637311,mobile=>,(none)=>,0,1
GA1.2.1139876701.1571060334,desktop=>desktop=>desktop=>desktop=>,referral=>referral=>organic=>organic=>,4,4
GA1.2.113988619.1580125356,desktop=>,organic=>,1,1
GA1.2.113991673.1580405926,desktop=>desktop=>desktop=>,organic=>organic=>referral=>,3,3
GA1.2.1139961474.1578678324,mobile=>mobile=>,organic=>organic=>,2,2
GA1.2.1139967727.1578845015,mobile=>mobile=>,referral=>referral=>,2,2
GA1.2.1140004586.1579891232,desktop=>,(none)=>,0,1
GA1.2.114000670.1579072719,desktop=>,cpc=>,1,1
GA1.2.1140024162.1580331083,mobile=>,(none)=>,0,1
GA1.2.114006384.1578742506,mobile=>,referral=>,1,1
GA1.2.1140070147.1572894027,mobile=>mobile=>mobile=>,referral=>organic=>organic=>,3,3
GA1.2.1140138714.1578135724,mobile=>,organic=>,1,1
GA1.2.1140151900.1580402975,desktop=>,referral=>,1,1
GA1.2.1140269747.1581628012,mobile=>,organic=>,1,1
GA1.2.114031039.1580189529,mobile=>,referral=>,1,1
GA1.2.11403275.1579248549,mobile=>,cpc=>,1,1
GA1.2.1140381284.1581849052,desktop=>,referral=>,1,1
GA1.2.1140402290.1578230876,desktop=>,referral=>,1,1
GA1.2.1140435326.1580303626,mobile=>,referral=>,1,1
GA1.2.114064120.1581492186,mobile=>,cpc=>,1,1
GA1.2.114065550.1578491873,mobile=>,(none)=>,0,1
GA1.2.1140677109.1579094483,mobile=>,(none)=>,0,1
GA1.2.1140698787.1579272714,desktop=>,referral=>,1,1
GA1.2.1140776392.1579161634,desktop=>desktop=>desktop=>desktop=>,cpc=>cpc=>cpc=>referral=>,4,4
GA1.2.1141029988.1578228897,mobile=>,(none)=>,0,1
GA1.2.1141148560.1580377890,desktop=>,(none)=>,0,1
GA1.2.1141273895.1580068026,mobile=>mobile=>mobile=>mobile=>,organic=>organic=>(none)=>(none)=>,2,4
GA1.2.1141313370.1580210187,desktop=>,organic=>,1,1
GA1.2.1141351358.1580203197,mobile=>mobile=>,cpc=>cpc=>,2,2
GA1.2.114136876.1581172870,mobile=>,cpm=>,1,1
GA1.2.1141383727.1577748430,mobile=>mobile=>,organic=>organic=>,2,2
GA1.2.1141385043.1579285529,mobile=>mobile=>,referral=>organic=>,2,2
GA1.2.1141434653.1578506610,mobile=>,referral=>,1,1
GA1.2.1141500535.1580732028,mobile=>mobile=>,organic=>organic=>,2,2
GA1.2.1141515930.1581003803,desktop=>,referral=>,1,1
GA1.2.1141612842.1580557735,mobile=>,referral=>,1,1
GA1.2.1141630197.1579451494,desktop=>desktop=>,referral=>referral=>,2,2
GA1.2.1141705693.1577942095,desktop=>,referral=>,1,1
GA1.2.1141882527.1580368647,desktop=>,organic=>,1,1
GA1.2.1142024414.1581358968,mobile=>mobile=>,referral=>referral=>,2,2
GA1.2.1142132408.1581060528,desktop=>desktop=>desktop=>,cpc=>cpc=>cpc=>,3,3
GA1.2.1142190117.1579804503,desktop=>desktop=>,organic=>organic=>,2,2
GA1.2.1142325104.1579000201,desktop=>desktop=>desktop=>desktop=>desktop=>,referral=>(none)=>referral=>referral=>referral=>,4,5
GA1.2.1142368836.1564128510,desktop=>desktop=>desktop=>desktop=>desktop=>desktop=>desktop=>desktop=>desktop=>,(none)=>(none)=>(none)=>(none)=>referral=>referral=>referral=>referral=>referral=>,5,9
GA1.2.1142369257.1581164017,mobile=>,organic=>,1,1
GA1.2.1142394148.1577875650,mobile=>mobile=>,organic=>organic=>,2,2
GA1.2.1142438194.1578767569,mobile=>,organic=>,1,1
GA1.2.1142450028.1580230317,mobile=>,referral=>,1,1
GA1.2.11426709.1579415353,desktop=>,referral=>,1,1
GA1.2.1142705093.1578477040,mobile=>mobile=>,referral=>cpc=>,2,2
GA1.2.1142767591.1579108883,mobile=>mobile=>,referral=>organic=>,2,2
GA1.2.114281320.1579018724,mobile=>,organic=>,1,1
GA1.2.1142838715.1581614397,mobile=>,organic=>,1,1
GA1.2.1142858370.1578137779,desktop=>,referral=>,1,1
GA1.2.1142887100.1576413042,mobile=>,cpc=>,1,1
GA1.2.1143006264.1565906874,desktop=>,organic=>,1,1
GA1.2.114301059.1581100685,mobile=>,cpm=>,1,1
GA1.2.1143094277.1578761971,mobile=>mobile=>,referral=>(none)=>,1,2
GA1.2.1143107400.1581016989,mobile=>,organic=>,1,1
GA1.2.1143156346.1579528082,desktop=>,cpc=>,1,1
GA1.2.1143233932.1580930938,mobile=>,(none)=>,0,1
GA1.2.1143360089.1580474981,mobile=>,referral=>,1,1
GA1.2.1143439774.1579721425,mobile=>,organic=>,1,1
GA1.2.1143522342.1580658451,mobile=>,organic=>,1,1
GA1.2.1143557063.1579072915,desktop=>,organic=>,1,1
GA1.2.1143583364.1579727576,mobile=>,referral=>,1,1
GA1.2.1143593552.1581104851,mobile=>,organic=>,1,1
GA1.2.114359498.1577970140,desktop=>,organic=>,1,1
GA1.2.1143626007.1579879793,mobile=>,referral=>,1,1
GA1.2.1143634495.1580643401,desktop=>,referral=>,1,1
GA1.2.1143719112.1580573616,mobile=>,(none)=>,0,1
GA1.2.1143768418.1581320138,desktop=>desktop=>,organic=>cpc=>,2,2
GA1.2.114377736.1581801500,mobile=>mobile=>,referral=>referral=>,2,2
GA1.2.1143794977.1581865568,desktop=>desktop=>,organic=>referral=>,2,2
GA1.2.1143879439.1580772060,desktop=>desktop=>,referral=>referral=>,2,2
GA1.2.1143910988.1581938841,mobile=>,(none)=>,0,1
GA1.2.1143961517.1578941047,mobile=>,(none)=>,0,1
GA1.2.1143967733.1578815874,mobile=>,organic=>,1,1
GA1.2.1143978493.1580932004,mobile=>mobile=>mobile=>mobile=>,referral=>organic=>referral=>organic=>,4,4
GA1.2.1143980547.1568838013,mobile=>mobile=>,organic=>referral=>,2,2
GA1.2.114406025.1581619465,desktop=>,referral=>,1,1
GA1.2.114409798.1580309783,mobile=>,referral=>,1,1
GA1.2.1144198826.1545052134,desktop=>,referral=>,1,1
GA1.2.1144232784.1579198981,mobile=>,organic=>,1,1
GA1.2.114434003.1581803702,mobile=>,organic=>,1,1
GA1.2.1144436982.1579943064,mobile=>,(none)=>,0,1
GA1.2.1144567445.1579624662,mobile=>,(none)=>,0,1
GA1.2.1144577941.1580111727,desktop=>desktop=>,referral=>referral=>,2,2
GA1.2.1144732265.1578067645,desktop=>desktop=>,organic=>referral=>,2,2
GA1.2.1144813457.1578592392,mobile=>,referral=>,1,1
GA1.2.1144836886.1579667692,mobile=>,cpm=>,1,1
GA1.2.1144944653.1580417386,mobile=>,organic=>,1,1
GA1.2.1144955032.1578975663,mobile=>,cpc=>,1,1
GA1.2.1145082161.1581271719,desktop=>desktop=>,(none)=>referral=>,1,2
GA1.2.1145235651.1579243249,desktop=>,cpc=>,1,1
GA1.2.1145415228.1580835843,desktop=>,(none)=>,0,1
GA1.2.1145455619.1581251845,desktop=>,referral=>,1,1
GA1.2.1145508933.1578830609,mobile=>,organic=>,1,1
GA1.2.1145533115.1578025017,mobile=>,organic=>,1,1
GA1.2.1145692197.1581660688,mobile=>,referral=>,1,1
GA1.2.1145769601.1579633062,mobile=>,(none)=>,0,1
GA1.2.1145933195.1580412127,desktop=>,referral=>,1,1
GA1.2.1145941017.1579744430,mobile=>,(none)=>,0,1
GA1.2.1145946492.1581864284,desktop=>,organic=>,1,1
GA1.2.114629003.1580297886,mobile=>,referral=>,1,1
GA1.2.1146594836.1581946355,mobile=>,cpm=>,1,1
GA1.2.1146603227.1579460808,desktop=>,referral=>,1,1
GA1.2.1146615987.1545826949,desktop=>,organic=>,1,1
GA1.2.1146667573.1577902182,mobile=>,(none)=>,0,1
GA1.2.1146714468.1578127545,desktop=>,cpc=>,1,1
GA1.2.1146735230.1579950797,desktop=>,organic=>,1,1
GA1.2.1146787650.1580297932,mobile=>,(none)=>,0,1
GA1.2.1146831743.1580285822,mobile=>,cpm=>,1,1
GA1.2.1146869524.1578246667,desktop=>,organic=>,1,1
GA1.2.1146927009.1578303634,tablet=>tablet=>tablet=>tablet=>tablet=>,referral=>(none)=>(none)=>referral=>referral=>,3,5
GA1.2.1146971486.1579605206,desktop=>,referral=>,1,1
GA1.2.1147050620.1581572690,mobile=>,cpm=>,1,1
GA1.2.1147304230.1580883370,mobile=>,organic=>,1,1
GA1.2.1147330758.1573205309,desktop=>desktop=>desktop=>,(none)=>(none)=>(none)=>,0,3
GA1.2.1147361536.1567508520,desktop=>,(none)=>,0,1
GA1.2.114736887.1581202629,desktop=>desktop=>,referral=>organic=>,2,2
GA1.2.1147410625.1577066083,mobile=>,sem_cpc=>,1,1
GA1.2.1147419682.1578555817,mobile=>,cpc=>,1,1
GA1.2.1147486506.1581790022,mobile=>,organic=>,1,1
GA1.2.1147494663.1579619277,mobile=>,cpm=>,1,1
GA1.2.1147602343.1579696641,mobile=>,organic=>,1,1
GA1.2.1147666534.1578221400,mobile=>,organic=>,1,1
GA1.2.1147687024.1578228004,mobile=>,organic=>,1,1
GA1.2.1147695407.1580152278,mobile=>mobile=>,referral=>referral=>,2,2
GA1.2.1147815075.1581588675,mobile=>,cpc=>,1,1
GA1.2.1147987104.1581481244,mobile=>,organic=>,1,1
GA1.2.1148099962.1578978431,mobile=>,organic=>,1,1
GA1.2.1148188405.1580154095,mobile=>,(none)=>,0,1
GA1.2.1148200318.1579786613,mobile=>,cpm=>,1,1
GA1.2.1148214060.1580212320,desktop=>,organic=>,1,1
GA1.2.1148234949.1578576254,desktop=>,organic=>,1,1
GA1.2.1148418812.1581339773,mobile=>,cpm=>,1,1
GA1.2.1148423419.1576166836,mobile=>mobile=>,sem_cpc=>sem_cpc=>,2,2
GA1.2.1148425970.1578813818,desktop=>,cpc=>,1,1
GA1.2.1148527621.1578393693,desktop=>desktop=>,referral=>referral=>,2,2
GA1.2.1148573484.1579201300,desktop=>,referral=>,1,1
GA1.2.1148580352.1581562252,desktop=>,referral=>,1,1
GA1.2.114865995.1578844559,desktop=>,referral=>,1,1
GA1.2.1148665008.1578253809,desktop=>,organic=>,1,1
GA1.2.1148723441.1579330265,mobile=>mobile=>mobile=>,organic=>organic=>organic=>,3,3
GA1.2.1148748334.1580297406,desktop=>,cpc=>,1,1
GA1.2.1148773733.1579811766,desktop=>,referral=>,1,1
GA1.2.1148867872.1580211214,mobile=>mobile=>mobile=>,referral=>referral=>referral=>,3,3
GA1.2.1148985580.1579415143,mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>,(none)=>referral=>organic=>referral=>organic=>referral=>referral=>(none)=>referral=>,7,9
GA1.2.1149072882.1577330471,mobile=>mobile=>,sem_cpc=>sem_cpc=>,2,2
GA1.2.1149092753.1578603486,mobile=>,(none)=>,0,1
GA1.2.1149115920.1579975299,mobile=>mobile=>,(none)=>organic=>,1,2
GA1.2.1149174974.1580745772,desktop=>desktop=>,organic=>referral=>,2,2
GA1.2.1149205408.1579687944,desktop=>desktop=>,referral=>organic=>,2,2
GA1.2.1149286851.1579881141,mobile=>,(none)=>,0,1
GA1.2.1149335499.1581609431,mobile=>,organic=>,1,1
GA1.2.1149348918.1579541381,desktop=>desktop=>,organic=>referral=>,2,2
GA1.2.1149458217.1580749418,mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>mobile=>,referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>referral=>,12,12
GA1.2.1149485965.1581775620,mobile=>,referral=>,1,1
GA1.2.1149615060.1579858673,mobile=>mobile=>,organic=>organic=>,2,2
GA1.2.1149673603.1581323509,mobile=>,cpc=>,1,1
GA1.2.1149749035.1578981009,mobile=>,(none)=>,0,1
GA1.2.1149820275.1579158028,mobile=>,cpc=>,1,1
GA1.2.1149851135.1581881286,mobile=>,organic=>,1,1
GA1.2.1149859878.1579613953,mobile=>mobile=>,referral=>referral=>,2,2
GA1.2.1149872511.1581188618,mobile=>,organic=>,1,1
GA1.2.1149919069.1581593006,mobile=>,cpm=>,1,1
GA1.2.1149933432.1580046823,mobile=>mobile=>,organic=>referral=>,2,2
GA1.2.1149933650.1564560448,mobile=>,organic=>,1,1
GA1.2.1149934587.1581142451,mobile=>,(none)=>,0,1
GA1.2.114995965.1578584111,mobile=>mobile=>,organic=>organic=>,2,2
GA1.2.1150055796.1579832896,mobile=>,referral=>,1,1
GA1.2.1150077731.1579022948,desktop=>desktop=>,referral=>referral=>,2,2
GA1.2.1150175898.1578040694,tablet=>,sem_cpc=>,1,1
GA1.2.1150243964.1578400412,mobile=>,organic=>,1,1
GA1.2.1150255664.1574199484,mobile=>,(none)=>,0,1
GA1.2.1150268745.1580794748,mobile=>,(none)=>,0,1
GA1.2.1150489979.1567834458,desktop=>desktop=>desktop=>desktop=>desktop=>,referral=>organic=>referral=>referral=>organic=>,5,5
GA1.2.1150491791.1578081736,mobile=>mobile=>,(none)=>(none)=>,0,2
GA1.2.1150500603.1580196805,mobile=>,cpc=>,1,1
GA1.2.1150547419.1578983377,mobile=>,organic=>,1,1
GA1.2.1150650321.1581315273,desktop=>,cpc=>,1,1
GA1.2.115066290.1580196484,mobile=>mobile=>mobile=>,organic=>referral=>organic=>,3,3
GA1.2.1150684759.1581597294,mobile=>,organic=>,1,1
GA1.2.1150722471.1579199872,mobile=>,(none)=>,0,1
